2.2400 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
3.8645 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
3.8648 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
3.8649 	EXP 	New trial (rep=0, index=0): None
3.8702 	EXP 	Fixation: autoDraw = True
4.8769 	EXP 	Fixation: autoDraw = False
4.8769 	EXP 	Fixation: autoDraw = False
4.8769 	EXP 	Stimulus: autoDraw = True
5.1608 	DATA 	Keypress: space
5.1624 	EXP 	New trial (rep=1, index=0): None
5.1768 	EXP 	Stimulus: autoDraw = False
5.1768 	EXP 	Fixation: autoDraw = True
6.1764 	EXP 	Fixation: autoDraw = False
6.1764 	EXP 	Fixation: autoDraw = False
6.1764 	EXP 	Stimulus: autoDraw = True
6.5101 	DATA 	Keypress: space
6.5114 	EXP 	New trial (rep=2, index=0): None
6.5265 	EXP 	Stimulus: autoDraw = False
6.5265 	EXP 	Fixation: autoDraw = True
7.5262 	EXP 	Fixation: autoDraw = False
7.5262 	EXP 	Fixation: autoDraw = False
7.5262 	EXP 	Stimulus: autoDraw = True
7.7930 	DATA 	Keypress: space
7.7942 	EXP 	New trial (rep=3, index=0): None
7.8094 	EXP 	Stimulus: autoDraw = False
7.8094 	EXP 	Fixation: autoDraw = True
8.8092 	EXP 	Fixation: autoDraw = False
8.8092 	EXP 	Fixation: autoDraw = False
8.8092 	EXP 	Stimulus: autoDraw = True
9.0927 	DATA 	Keypress: space
9.0940 	EXP 	New trial (rep=4, index=0): None
9.1093 	EXP 	Stimulus: autoDraw = False
9.1093 	EXP 	Fixation: autoDraw = True
10.1088 	EXP 	Fixation: autoDraw = False
10.1088 	EXP 	Fixation: autoDraw = False
10.1088 	EXP 	Stimulus: autoDraw = True
10.4757 	DATA 	Keypress: space
10.4932 	EXP 	Stimulus: autoDraw = False
10.4932 	EXP 	test_mean: autoDraw = True
10.4932 	EXP 	test_mean: text = ''
11.8590 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
11.8592 	EXP 	New trial (rep=0, index=0): None
11.8752 	EXP 	test_mean: autoDraw = False
11.8752 	EXP 	test_mean: autoDraw = False
11.8752 	EXP 	Fixation: autoDraw = True
12.8748 	EXP 	Fixation: autoDraw = False
12.8748 	EXP 	Fixation: autoDraw = False
12.8748 	EXP 	Bodziec: autoDraw = True
13.2084 	DATA 	Keypress: space
13.2469 	EXP 	Bodziec: autoDraw = False
13.2469 	EXP 	image: image = 'sad.jpg'
13.2469 	EXP 	image: autoDraw = True
15.2084 	EXP 	New trial (rep=1, index=0): None
15.2243 	EXP 	image: autoDraw = False
15.2243 	EXP 	image: autoDraw = False
15.2243 	EXP 	Fixation: autoDraw = True
16.2240 	EXP 	Fixation: autoDraw = False
16.2240 	EXP 	Fixation: autoDraw = False
16.2240 	EXP 	Bodziec: autoDraw = True
16.5245 	EXP 	Bodziec: autoDraw = False
17.0742 	DATA 	Keypress: space
17.1100 	EXP 	Bodziec: autoDraw = False
17.1100 	EXP 	image: image = 'happy.jpg'
17.1100 	EXP 	image: autoDraw = True
19.0741 	EXP 	New trial (rep=2, index=0): None
19.0901 	EXP 	image: autoDraw = False
19.0901 	EXP 	image: autoDraw = False
19.0901 	EXP 	Fixation: autoDraw = True
20.0898 	EXP 	Fixation: autoDraw = False
20.0898 	EXP 	Fixation: autoDraw = False
20.0898 	EXP 	Bodziec: autoDraw = True
20.3567 	DATA 	Keypress: space
20.3999 	EXP 	Bodziec: autoDraw = False
20.3999 	EXP 	image: image = 'sad.jpg'
20.3999 	EXP 	image: autoDraw = True
22.3565 	EXP 	New trial (rep=3, index=0): None
22.3726 	EXP 	image: autoDraw = False
22.3726 	EXP 	image: autoDraw = False
22.3726 	EXP 	Fixation: autoDraw = True
23.3724 	EXP 	Fixation: autoDraw = False
23.3724 	EXP 	Fixation: autoDraw = False
23.3724 	EXP 	Bodziec: autoDraw = True
23.7392 	DATA 	Keypress: space
23.7732 	EXP 	Bodziec: autoDraw = False
23.7732 	EXP 	image: image = 'sad.jpg'
23.7732 	EXP 	image: autoDraw = True
25.7390 	EXP 	New trial (rep=4, index=0): None
25.7551 	EXP 	image: autoDraw = False
25.7551 	EXP 	image: autoDraw = False
25.7551 	EXP 	Fixation: autoDraw = True
26.7550 	EXP 	Fixation: autoDraw = False
26.7550 	EXP 	Fixation: autoDraw = False
26.7550 	EXP 	Bodziec: autoDraw = True
27.0881 	EXP 	Bodziec: autoDraw = False
27.3550 	DATA 	Keypress: space
27.3889 	EXP 	Bodziec: autoDraw = False
27.3889 	EXP 	image: image = 'happy.jpg'
27.3889 	EXP 	image: autoDraw = True
29.3709 	EXP 	image: autoDraw = False
29.3709 	EXP 	image: autoDraw = False
29.4313 	EXP 	window1: mouseVisible = True
