1.3778 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
6.5832 	EXP 	New trial (rep=3, index=0): None
6.5988 	EXP 	Stimulus: autoDraw = False
6.5988 	EXP 	Fixation: autoDraw = True
7.5975 	EXP 	Fixation: autoDraw = False
7.5975 	EXP 	Fixation: autoDraw = False
7.5975 	EXP 	Stimulus: autoDraw = True
7.8478 	DATA 	Keypress: space
7.8496 	EXP 	New trial (rep=4, index=0): None
7.8665 	EXP 	Stimulus: autoDraw = False
7.8665 	EXP 	Fixation: autoDraw = True
8.8639 	EXP 	Fixation: autoDraw = False
8.8639 	EXP 	Fixation: autoDraw = False
8.8639 	EXP 	Stimulus: autoDraw = True
9.1477 	DATA 	Keypress: space
9.1639 	EXP 	Stimulus: autoDraw = False
9.1639 	EXP 	test_mean: autoDraw = True
9.1639 	EXP 	test_mean: text = ''
10.5307 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
10.5309 	EXP 	New trial (rep=0, index=0): None
10.5469 	EXP 	test_mean: autoDraw = False
10.5469 	EXP 	test_mean: autoDraw = False
10.5469 	EXP 	Fixation: autoDraw = True
11.5466 	EXP 	Fixation: autoDraw = False
11.5466 	EXP 	Fixation: autoDraw = False
11.5466 	EXP 	Bodziec: autoDraw = True
11.5466 	EXP 	Bodziec: autoDraw = False
13.5683 	EXP 	Bodziec: autoDraw = False
13.5683 	EXP 	image: image = 'happy.jpg'
13.5683 	EXP 	image: autoDraw = True
13.9296 	DATA 	Keypress: space
15.5297 	EXP 	New trial (rep=1, index=0): None
15.5466 	EXP 	image: autoDraw = False
15.5466 	EXP 	image: autoDraw = False
15.5466 	EXP 	Fixation: autoDraw = True
16.5454 	EXP 	Fixation: autoDraw = False
16.5454 	EXP 	Fixation: autoDraw = False
16.5454 	EXP 	Bodziec: autoDraw = True
16.6620 	EXP 	Bodziec: autoDraw = False
16.9622 	DATA 	Keypress: space
16.9969 	EXP 	Bodziec: autoDraw = False
16.9969 	EXP 	image: image = 'happy.jpg'
16.9969 	EXP 	image: autoDraw = True
18.9621 	EXP 	New trial (rep=2, index=0): None
18.9781 	EXP 	image: autoDraw = False
18.9781 	EXP 	image: autoDraw = False
18.9781 	EXP 	Fixation: autoDraw = True
19.9778 	EXP 	Fixation: autoDraw = False
19.9778 	EXP 	Fixation: autoDraw = False
19.9778 	EXP 	Bodziec: autoDraw = True
20.1280 	EXP 	Bodziec: autoDraw = False
20.2782 	DATA 	Keypress: space
20.3124 	EXP 	Bodziec: autoDraw = False
20.3124 	EXP 	image: image = 'happy.jpg'
20.3124 	EXP 	image: autoDraw = True
22.2780 	EXP 	New trial (rep=3, index=0): None
22.2940 	EXP 	image: autoDraw = False
22.2940 	EXP 	image: autoDraw = False
22.2940 	EXP 	Fixation: autoDraw = True
23.2938 	EXP 	Fixation: autoDraw = False
23.2938 	EXP 	Fixation: autoDraw = False
23.2938 	EXP 	Bodziec: autoDraw = True
23.4271 	EXP 	Bodziec: autoDraw = False
23.6106 	DATA 	Keypress: space
23.6467 	EXP 	Bodziec: autoDraw = False
23.6467 	EXP 	image: image = 'happy.jpg'
23.6467 	EXP 	image: autoDraw = True
25.6107 	EXP 	New trial (rep=4, index=0): None
25.6265 	EXP 	image: autoDraw = False
25.6265 	EXP 	image: autoDraw = False
25.6265 	EXP 	Fixation: autoDraw = True
25.9269 	DATA 	Keypress: space
26.6099 	DATA 	Keypress: space
26.6265 	EXP 	Fixation: autoDraw = False
26.6265 	EXP 	Fixation: autoDraw = False
26.6265 	EXP 	Bodziec: autoDraw = True
26.6430 	EXP 	Bodziec: autoDraw = False
26.8099 	DATA 	Keypress: space
26.8434 	EXP 	Bodziec: autoDraw = False
26.8434 	EXP 	image: image = 'happy.jpg'
26.8434 	EXP 	image: autoDraw = True
28.8098 	EXP 	New trial (rep=5, index=0): None
28.8259 	EXP 	image: autoDraw = False
28.8259 	EXP 	image: autoDraw = False
28.8259 	EXP 	Fixation: autoDraw = True
29.1093 	DATA 	Keypress: space
29.3592 	DATA 	Keypress: space
29.5925 	DATA 	Keypress: space
29.7758 	DATA 	Keypress: space
29.8255 	EXP 	Fixation: autoDraw = False
29.8255 	EXP 	Fixation: autoDraw = False
29.8255 	EXP 	Bodziec: autoDraw = True
29.8589 	EXP 	Bodziec: autoDraw = False
30.0425 	DATA 	Keypress: space
30.0764 	EXP 	Bodziec: autoDraw = False
30.0764 	EXP 	image: image = 'happy.jpg'
30.0764 	EXP 	image: autoDraw = True
32.0423 	EXP 	New trial (rep=6, index=0): None
32.0587 	EXP 	image: autoDraw = False
32.0587 	EXP 	image: autoDraw = False
32.0587 	EXP 	Fixation: autoDraw = True
33.0580 	EXP 	Fixation: autoDraw = False
33.0580 	EXP 	Fixation: autoDraw = False
33.0580 	EXP 	Bodziec: autoDraw = True
33.3083 	DATA 	Keypress: space
33.3426 	EXP 	Bodziec: autoDraw = False
33.3426 	EXP 	image: image = 'sad.jpg'
33.3426 	EXP 	image: autoDraw = True
35.3083 	EXP 	New trial (rep=7, index=0): None
35.3242 	EXP 	image: autoDraw = False
35.3242 	EXP 	image: autoDraw = False
35.3242 	EXP 	Fixation: autoDraw = True
36.3239 	EXP 	Fixation: autoDraw = False
36.3239 	EXP 	Fixation: autoDraw = False
36.3239 	EXP 	Bodziec: autoDraw = True
36.6409 	DATA 	Keypress: space
36.6747 	EXP 	Bodziec: autoDraw = False
36.6747 	EXP 	image: image = 'sad.jpg'
36.6747 	EXP 	image: autoDraw = True
38.6408 	EXP 	New trial (rep=8, index=0): None
38.6568 	EXP 	image: autoDraw = False
38.6568 	EXP 	image: autoDraw = False
38.6568 	EXP 	Fixation: autoDraw = True
39.6565 	EXP 	Fixation: autoDraw = False
39.6565 	EXP 	Fixation: autoDraw = False
39.6565 	EXP 	Bodziec: autoDraw = True
39.7898 	EXP 	Bodziec: autoDraw = False
39.9567 	DATA 	Keypress: space
39.9952 	EXP 	Bodziec: autoDraw = False
39.9952 	EXP 	image: image = 'happy.jpg'
39.9952 	EXP 	image: autoDraw = True
41.9566 	EXP 	New trial (rep=9, index=0): None
41.9726 	EXP 	image: autoDraw = False
41.9726 	EXP 	image: autoDraw = False
41.9726 	EXP 	Fixation: autoDraw = True
42.9725 	EXP 	Fixation: autoDraw = False
42.9725 	EXP 	Fixation: autoDraw = False
42.9725 	EXP 	Bodziec: autoDraw = True
43.1224 	EXP 	Bodziec: autoDraw = False
43.2060 	DATA 	Keypress: space
43.2440 	EXP 	Bodziec: autoDraw = False
43.2440 	EXP 	image: image = 'happy.jpg'
43.2440 	EXP 	image: autoDraw = True
45.2219 	EXP 	image: autoDraw = False
45.2219 	EXP 	image: autoDraw = False
45.2837 	EXP 	window1: mouseVisible = True
