1.4100 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
2.7779 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
2.7781 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
2.7783 	EXP 	New trial (rep=0, index=0): None
2.7836 	EXP 	Fixation: autoDraw = True
3.7945 	EXP 	Fixation: autoDraw = False
3.7945 	EXP 	Fixation: autoDraw = False
3.7945 	EXP 	Stimulus: autoDraw = True
4.3783 	DATA 	Keypress: space
4.3803 	EXP 	New trial (rep=1, index=0): None
4.3941 	EXP 	Stimulus: autoDraw = False
4.3941 	EXP 	Fixation: autoDraw = True
5.3940 	EXP 	Fixation: autoDraw = False
5.3940 	EXP 	Fixation: autoDraw = False
5.3940 	EXP 	Stimulus: autoDraw = True
6.3938 	EXP 	Stimulus: autoDraw = False
6.5112 	DATA 	Keypress: space
6.5127 	EXP 	New trial (rep=2, index=0): None
6.5272 	EXP 	Stimulus: autoDraw = False
6.5272 	EXP 	Fixation: autoDraw = True
7.5271 	EXP 	Fixation: autoDraw = False
7.5271 	EXP 	Fixation: autoDraw = False
7.5271 	EXP 	Stimulus: autoDraw = True
7.8606 	DATA 	Keypress: space
7.8623 	EXP 	New trial (rep=3, index=0): None
7.8767 	EXP 	Stimulus: autoDraw = False
7.8767 	EXP 	Fixation: autoDraw = True
8.8765 	EXP 	Fixation: autoDraw = False
8.8765 	EXP 	Fixation: autoDraw = False
8.8765 	EXP 	Stimulus: autoDraw = True
9.2101 	DATA 	Keypress: space
9.2118 	EXP 	New trial (rep=4, index=0): None
9.2264 	EXP 	Stimulus: autoDraw = False
9.2264 	EXP 	Fixation: autoDraw = True
10.2262 	EXP 	Fixation: autoDraw = False
10.2262 	EXP 	Fixation: autoDraw = False
10.2262 	EXP 	Stimulus: autoDraw = True
10.4429 	DATA 	Keypress: space
10.4594 	EXP 	Stimulus: autoDraw = False
10.4594 	EXP 	test_mean: autoDraw = True
10.4594 	EXP 	test_mean: text = ''
11.8266 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
11.8269 	EXP 	New trial (rep=0, index=0): None
11.8424 	EXP 	test_mean: autoDraw = False
11.8424 	EXP 	test_mean: autoDraw = False
11.8424 	EXP 	Fixation: autoDraw = True
12.8422 	EXP 	Fixation: autoDraw = False
12.8422 	EXP 	Fixation: autoDraw = False
12.8422 	EXP 	Bodziec: autoDraw = True
13.0924 	DATA 	Keypress: space
13.1321 	EXP 	Bodziec: autoDraw = False
13.1321 	EXP 	image: image = 'happy.jpg'
13.1321 	EXP 	image: autoDraw = True
15.0923 	EXP 	New trial (rep=1, index=0): None
15.1089 	EXP 	image: autoDraw = False
15.1089 	EXP 	image: autoDraw = False
15.1089 	EXP 	Fixation: autoDraw = True
16.1084 	EXP 	Fixation: autoDraw = False
16.1084 	EXP 	Fixation: autoDraw = False
16.1084 	EXP 	Bodziec: autoDraw = True
16.3590 	DATA 	Keypress: space
16.3937 	EXP 	Bodziec: autoDraw = False
16.3937 	EXP 	image: image = 'happy.jpg'
16.3937 	EXP 	image: autoDraw = True
18.3582 	EXP 	New trial (rep=2, index=0): None
18.3742 	EXP 	image: autoDraw = False
18.3742 	EXP 	image: autoDraw = False
18.3742 	EXP 	Fixation: autoDraw = True
18.7916 	DATA 	Keypress: space
19.3739 	EXP 	Fixation: autoDraw = False
19.3739 	EXP 	Fixation: autoDraw = False
19.3739 	EXP 	Bodziec: autoDraw = True
19.5577 	DATA 	Keypress: space
19.5932 	EXP 	Bodziec: autoDraw = False
19.5932 	EXP 	image: image = 'happy.jpg'
19.5932 	EXP 	image: autoDraw = True
21.5576 	EXP 	New trial (rep=3, index=0): None
21.5735 	EXP 	image: autoDraw = False
21.5735 	EXP 	image: autoDraw = False
21.5735 	EXP 	Fixation: autoDraw = True
22.5732 	EXP 	Fixation: autoDraw = False
22.5732 	EXP 	Fixation: autoDraw = False
22.5732 	EXP 	Bodziec: autoDraw = True
22.8569 	DATA 	Keypress: space
22.8922 	EXP 	Bodziec: autoDraw = False
22.8922 	EXP 	image: image = 'happy.jpg'
22.8922 	EXP 	image: autoDraw = True
24.8569 	EXP 	New trial (rep=4, index=0): None
24.8725 	EXP 	image: autoDraw = False
24.8725 	EXP 	image: autoDraw = False
24.8725 	EXP 	Fixation: autoDraw = True
25.8723 	EXP 	Fixation: autoDraw = False
25.8723 	EXP 	Fixation: autoDraw = False
25.8723 	EXP 	Bodziec: autoDraw = True
26.1225 	DATA 	Keypress: space
26.1587 	EXP 	Bodziec: autoDraw = False
26.1587 	EXP 	image: image = 'happy.jpg'
26.1587 	EXP 	image: autoDraw = True
28.1385 	EXP 	image: autoDraw = False
28.1385 	EXP 	image: autoDraw = False
28.2010 	EXP 	window1: mouseVisible = True
