2.3102 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
3.6599 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
3.6600 	EXP 	New trial (rep=0, index=0): None
3.6688 	EXP 	Fixation: autoDraw = True
4.6693 	EXP 	Fixation: autoDraw = False
4.6693 	EXP 	Fixation: autoDraw = False
4.6693 	EXP 	Stimulus: autoDraw = True
5.0698 	DATA 	Keypress: space
5.0720 	EXP 	New trial (rep=1, index=0): None
5.0859 	EXP 	Stimulus: autoDraw = False
5.0859 	EXP 	Fixation: autoDraw = True
6.0857 	EXP 	Fixation: autoDraw = False
6.0857 	EXP 	Fixation: autoDraw = False
6.0857 	EXP 	Stimulus: autoDraw = True
6.5690 	DATA 	Keypress: space
6.5705 	EXP 	New trial (rep=2, index=0): None
6.5859 	EXP 	Stimulus: autoDraw = False
6.5859 	EXP 	Fixation: autoDraw = True
7.5853 	EXP 	Fixation: autoDraw = False
7.5853 	EXP 	Fixation: autoDraw = False
7.5853 	EXP 	Stimulus: autoDraw = True
8.1024 	DATA 	Keypress: space
8.1044 	EXP 	New trial (rep=3, index=0): None
8.1184 	EXP 	Stimulus: autoDraw = False
8.1184 	EXP 	Fixation: autoDraw = True
9.1183 	EXP 	Fixation: autoDraw = False
9.1183 	EXP 	Fixation: autoDraw = False
9.1183 	EXP 	Stimulus: autoDraw = True
9.1861 	DATA 	Keypress: space
9.1878 	EXP 	New trial (rep=4, index=0): None
9.2015 	EXP 	Stimulus: autoDraw = False
9.2015 	EXP 	Fixation: autoDraw = True
10.2013 	EXP 	Fixation: autoDraw = False
10.2013 	EXP 	Fixation: autoDraw = False
10.2013 	EXP 	Stimulus: autoDraw = True
11.1517 	DATA 	Keypress: space
11.1679 	EXP 	Stimulus: autoDraw = False
11.1679 	EXP 	test_mean: autoDraw = True
11.1679 	EXP 	test_mean: text = ''
12.5348 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
12.5350 	EXP 	New trial (rep=0, index=0): None
12.5507 	EXP 	test_mean: autoDraw = False
12.5507 	EXP 	test_mean: autoDraw = False
12.5507 	EXP 	Fixation: autoDraw = True
13.5504 	EXP 	Fixation: autoDraw = False
13.5504 	EXP 	Fixation: autoDraw = False
13.5504 	EXP 	Bodziec: autoDraw = True
14.5502 	EXP 	Bodziec: autoDraw = False
15.3670 	DATA 	Keypress: space
15.4005 	EXP 	window1: mouseVisible = True
