1.7321 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
8.4363 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
8.4366 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
8.4368 	EXP 	New trial (rep=0, index=0): None
8.4429 	EXP 	Fixation: autoDraw = True
9.0541 	DATA 	Keypress: space
9.4537 	EXP 	Fixation: autoDraw = False
9.4537 	EXP 	Stimulus: autoDraw = True
11.4788 	DATA 	Keypress: space
11.4791 	EXP 	New trial (rep=1, index=0): None
11.4831 	EXP 	Stimulus: autoDraw = False
11.4831 	EXP 	Fixation: autoDraw = True
12.4863 	EXP 	Fixation: autoDraw = False
12.4863 	EXP 	Fixation: autoDraw = False
12.4863 	EXP 	Stimulus: autoDraw = True
14.4973 	DATA 	Keypress: space
14.4978 	EXP 	New trial (rep=2, index=0): None
14.5016 	EXP 	Stimulus: autoDraw = False
14.5016 	EXP 	Fixation: autoDraw = True
15.5021 	EXP 	Fixation: autoDraw = False
15.5021 	EXP 	Fixation: autoDraw = False
15.5021 	EXP 	Stimulus: autoDraw = True
17.5281 	DATA 	Keypress: space
17.5289 	EXP 	New trial (rep=3, index=0): None
17.5328 	EXP 	Stimulus: autoDraw = False
17.5328 	EXP 	Fixation: autoDraw = True
18.5348 	EXP 	Fixation: autoDraw = False
18.5348 	EXP 	Fixation: autoDraw = False
18.5348 	EXP 	Stimulus: autoDraw = True
20.5451 	DATA 	Keypress: space
20.5455 	EXP 	New trial (rep=4, index=0): None
20.5493 	EXP 	Stimulus: autoDraw = False
20.5493 	EXP 	Fixation: autoDraw = True
21.0678 	DATA 	Keypress: space
21.5507 	EXP 	Fixation: autoDraw = False
21.5507 	EXP 	Fixation: autoDraw = False
21.5507 	EXP 	Stimulus: autoDraw = True
23.5767 	DATA 	Keypress: space
23.5832 	EXP 	Stimulus: autoDraw = False
23.5832 	EXP 	test_mean: autoDraw = True
23.5832 	EXP 	test_mean: text = ''
25.5669 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
25.5671 	EXP 	New trial (rep=0, index=0): None
25.5831 	EXP 	test_mean: autoDraw = False
25.5831 	EXP 	test_mean: autoDraw = False
25.5831 	EXP 	Fixation: autoDraw = True
26.5828 	EXP 	Fixation: autoDraw = False
26.5828 	EXP 	Fixation: autoDraw = False
26.5828 	EXP 	Bodziec: autoDraw = True
28.6210 	EXP 	window1: mouseVisible = True
